epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,10722.2,1.04299,0.53858,0.97774,0.88477,0.77607,0.84436,0.54993,1.01356,0.48826,0.94029,0.000148625,0.000148625,0.000148625
180,10783.8,1.06254,0.54912,0.98225,0.89232,0.77731,0.84711,0.54892,1.0153,0.48723,0.94058,0.000142437,0.000142437,0.000142437
181,10845.2,1.04351,0.53691,0.97367,0.89122,0.77867,0.84524,0.54807,1.01669,0.48443,0.94035,0.00013625,0.00013625,0.00013625
182,10905.9,1.0414,0.53606,0.97152,0.89405,0.78638,0.84739,0.54957,1.01658,0.4829,0.93956,0.000130062,0.000130062,0.000130062
183,10968,1.03457,0.53359,0.96988,0.89137,0.78392,0.84751,0.5488,1.01503,0.48237,0.9396,0.000123875,0.000123875,0.000123875
184,11029.1,1.03535,0.53912,0.96969,0.89721,0.78292,0.85105,0.54994,1.01193,0.48331,0.93964,0.000117687,0.000117687,0.000117687
185,11090.3,1.04062,0.54036,0.97148,0.90095,0.77899,0.84842,0.54916,1.01094,0.48284,0.94056,0.0001115,0.0001115,0.0001115
186,11152.2,1.03328,0.52934,0.96758,0.89939,0.78213,0.85367,0.55042,1.00914,0.48329,0.94013,0.000105312,0.000105312,0.000105312
187,11213.2,1.0138,0.52502,0.96548,0.89569,0.78006,0.84766,0.54738,1.01168,0.48422,0.94059,9.9125e-05,9.9125e-05,9.9125e-05
188,11275.4,1.02556,0.53548,0.96963,0.89767,0.77899,0.8505,0.55098,1.01058,0.48314,0.9395,9.29375e-05,9.29375e-05,9.29375e-05
189,11336.2,1.04392,0.54297,0.97597,0.89597,0.78283,0.85003,0.5499,1.01128,0.48623,0.93997,8.675e-05,8.675e-05,8.675e-05
190,11395.7,1.01144,0.52183,0.96205,0.8907,0.78438,0.85077,0.55103,1.00845,0.4863,0.94039,8.05625e-05,8.05625e-05,8.05625e-05
191,11451.5,1.00229,0.50666,0.94135,0.89766,0.78058,0.85059,0.54996,1.0075,0.48529,0.94097,7.4375e-05,7.4375e-05,7.4375e-05
192,11507.2,0.9913,0.49805,0.94295,0.89385,0.77358,0.84525,0.54562,1.00881,0.48621,0.94135,6.81875e-05,6.81875e-05,6.81875e-05
193,11563,0.98729,0.49876,0.93985,0.89589,0.77504,0.84798,0.54692,1.0075,0.48382,0.94065,6.2e-05,6.2e-05,6.2e-05
194,11618.7,0.98105,0.49175,0.93377,0.89374,0.77495,0.84903,0.54765,1.00761,0.48436,0.94028,5.58125e-05,5.58125e-05,5.58125e-05
195,11674.3,0.98232,0.49349,0.93734,0.87811,0.78335,0.84476,0.54754,1.01033,0.48474,0.94078,4.9625e-05,4.9625e-05,4.9625e-05
196,11729.9,0.98233,0.49781,0.9388,0.88155,0.78449,0.84296,0.54582,1.01228,0.48502,0.94091,4.34375e-05,4.34375e-05,4.34375e-05
197,11786.8,0.97197,0.48606,0.93416,0.89214,0.77926,0.84297,0.54818,1.01396,0.48591,0.94109,3.725e-05,3.725e-05,3.725e-05
198,11843.9,0.98226,0.49018,0.93253,0.89417,0.78254,0.84603,0.54967,1.01594,0.48638,0.94106,3.10625e-05,3.10625e-05,3.10625e-05
199,11900.6,0.9742,0.49045,0.94174,0.89378,0.78493,0.84592,0.54869,1.01518,0.48699,0.94078,2.4875e-05,2.4875e-05,2.4875e-05
200,11957.6,0.96381,0.4832,0.93602,0.89757,0.7831,0.84715,0.54993,1.01574,0.48792,0.94081,1.86875e-05,1.86875e-05,1.86875e-05
